name,email,phone,website,address,city,country,country_code,category,type,notes,aum,aum_date,tier,pipeline_stage,priority,aum_source
ING Investment Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Idinvest Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Ilmarinen,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Index Ventures,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Insight Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Investec Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Investment Corporation of Dubai,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Julius Baer,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
KBC Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
KLP Kapitalforvaltning,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Kairos Investment Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Keva,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
King Street Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Korea Investment Corporation,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
LBBW Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
LGT Capital Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
LGT Private Equity,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
La Française,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Lazard Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Legg Mason,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Local Government Pension Scheme,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Lombard Odier Investment Managers,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Lone Star Funds,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Lyxor Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
M&G Investments,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Macquarie Infrastructure and Real Assets,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Infrastructure,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Man Group,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Mandarine Gestion,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Marshall Wace,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Mediolanum International Funds,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Metzler Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Millennium Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Mirabaud Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Mubadala Investment Company,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
NN Investment Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
NPM Capital,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
National Pension Service,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
New York City Retirement Systems,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
New York State Common Retirement Fund,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
New Zealand Superannuation Fund,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Nord LB,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
North Carolina Retirement Systems,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Northzone,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Nykredit Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
OMERS,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
OP Fund Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Oaktree Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Och-Ziff,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Och-Ziff Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Ostrum Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
PAI Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
PFA Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
PGGM,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
PKA,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
PSP Investments,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Pantheon Ventures,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Partech,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Partners Group,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Paulson & Co,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Pension Protection Fund,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Pictet Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Plenisfer Investments,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Point72 Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Qatar Investment Authority,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Raiffeisen Switzerland,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Railways Pension Scheme,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Renaissance Technologies,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Robeco,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Rothschild & Co Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
SAFE Investment Company,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Sal. Oppenheim,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Sampension,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Saudi Arabian Monetary Authority,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Sculptor Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Sequoia Capital,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Silver Lake,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Sofina,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Stanlib,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
State of Wisconsin Investment Board,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Storebrand Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Summit Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Swedbank Robur,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Swisscanto Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Sycomore Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
TA Associates,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
TIAA Investments,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
TOBAM,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Teacher Retirement System of Texas,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Third Point,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Thoma Bravo,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Tikehau Investment Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Two Sigma,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
UBP Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Universities Superannuation Scheme,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Varma,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Virginia Retirement System,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Vista Equity Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Vontobel Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Warburg Pincus,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Washington State Investment Board,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Winton Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Workplace Safety and Insurance Board,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
York Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Zürcher Kantonalbank,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
